Player,Year,Team,Position,Games_Played,Games_Started,Min_Played,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Noelle Quinn,2016,TOT,G,33,0,407,22,81,.272,2,22,.091,20,59,.339,.284,11,12,.917,2,47,50,14,5,29,36,57
Sugar Rodgers,2016,NYL,G,33,33,1008,156,385,.405,86,208,.413,70,177,.395,.517,80,95,.842,14,121,79,35,15,59,87,478
Tierra Ruffin-Pratt,2016,WAS,G,32,31,781,73,198,.369,16,50,.320,57,148,.385,.409,71,95,.747,36,144,84,32,8,49,79,233
Shoni Schimmel,2016,NYL,G,17,0,77,11,20,.550,9,16,.563,2,4,.500,.775,4,5,.800,0,8,10,3,1,7,4,35
Meighan Simmons,2016,ATL,G,25,0,148,26,90,.289,16,56,.286,10,34,.294,.378,10,12,.833,1,10,8,2,3,10,17,78
Odyssey Sims,2016,DAL,G,34,30,1074,153,433,.353,42,150,.280,111,283,.392,.402,128,145,.883,20,86,131,37,7,86,78,476
Breanna Stewart,2016,SEA,F,34,34,1179,208,455,.457,45,133,.338,163,322,.506,.507,160,192,.833,40,317,114,42,64,81,82,621
Kiah Stokes,2016,NYL,C,27,0,650,75,117,.641,0,0,,75,117,.641,.641,37,59,.627,63,201,20,18,38,30,77,187
Shekinna Stricklen,2016,CON,F-G,28,0,306,38,104,.365,27,77,.351,11,27,.407,.495,9,14,.643,9,38,15,12,2,4,20,112
Carolyn Swords,2016,NYL,C,34,34,596,76,133,.571,0,0,,76,133,.571,.571,24,35,.686,55,157,23,7,21,33,73,176
Diana Taurasi,2016,PHO,G,33,33,984,180,455,.396,89,254,.350,91,201,.453,.493,140,154,.909,6,99,128,31,4,86,99,589
Asia Taylor,2016,CON,G,4,0,17,3,5,.600,0,0,,3,5,.600,.600,6,7,.857,2,4,3,0,0,1,3,12
Penny Taylor,2016,PHO,F,25,25,643,102,209,.488,40,101,.396,62,108,.574,.584,68,75,.907,10,94,89,38,11,42,53,312
Alyssa Thomas,2016,CON,F,31,31,840,130,267,.487,0,0,,130,267,.487,.487,83,131,.634,62,187,70,44,6,75,81,343
Jasmine Thomas,2016,CON,G,34,34,1091,150,368,.408,30,101,.297,120,267,.449,.448,68,79,.861,25,140,172,43,12,86,88,398
Krystal Thomas,2016,SEA,C,19,0,177,11,19,.579,0,0,,11,19,.579,.579,5,7,.714,19,43,2,4,13,9,39,27
Ramu Tokashiki,2016,SEA,F,31,1,404,60,127,.472,0,1,.000,60,126,.476,.472,45,55,.818,28,76,9,15,4,25,83,165
Kristi Toliver,2016,LAS,G,33,33,1060,142,333,.426,81,191,.424,61,142,.430,.548,72,81,.889,12,85,122,28,2,45,58,437
Morgan Tuck,2016,CON,F,26,3,433,67,162,.414,17,56,.304,50,106,.472,.466,32,45,.711,23,74,29,10,2,25,25,183
Courtney Vandersloot,2016,CHI,G,30,21,728,96,229,.419,26,74,.351,70,155,.452,.476,66,73,.904,13,80,141,41,4,47,60,284
Kia Vaughn,2016,WAS,C,34,4,672,97,193,.503,0,0,,97,193,.503,.503,21,28,.750,41,147,21,20,18,32,49,215
Avery Warley-Talbert,2016,TOT,C,3,0,15,0,3,.000,0,0,,0,3,.000,.000,0,0,,1,3,1,0,1,1,2,0
Ann Wauters,2016,LAS,C,21,1,97,12,22,.545,0,0,,12,22,.545,.545,6,8,.750,4,23,9,4,2,7,12,30
Jamie Weisner,2016,WAS,,7,0,25,4,9,.444,2,4,.500,2,5,.400,.556,2,2,1.000,1,3,2,0,0,3,5,12
Lindsay Whalen,2016,MIN,G,32,32,786,123,240,.513,3,11,.273,120,229,.524,.519,66,74,.892,15,83,123,19,0,46,50,315
Erica Wheeler,2016,IND,G,34,25,811,114,273,.418,17,57,.298,97,216,.449,.449,40,48,.833,18,72,95,23,1,68,88,285
Courtney Williams,2016,TOT,G,25,0,351,68,166,.410,8,27,.296,60,139,.432,.434,12,21,.571,28,76,30,12,3,21,30,156
Elizabeth Williams,2016,ATL,C-F,34,34,1179,157,355,.442,0,1,.000,157,354,.444,.442,92,133,.692,106,276,42,26,79,42,105,406
Monica Wright,2016,SEA,G,16,0,98,8,26,.308,1,10,.100,7,16,.438,.327,3,5,.600,1,8,11,7,1,14,15,20
Tanisha Wright,2016,NYL,G,29,28,668,79,197,.401,4,17,.235,75,180,.417,.411,33,46,.717,23,67,104,26,5,67,69,195
Marta Xargay,2016,PHO,G,15,6,296,30,75,.400,13,39,.333,17,36,.472,.487,12,17,.706,10,26,41,17,3,27,55,85
Tamera Young,2016,CHI,F,32,20,824,112,249,.450,0,2,.000,112,247,.453,.450,49,62,.790,44,145,46,24,4,35,84,273
Amanda Zahui B.,2016,NYL,C,33,1,374,57,127,.449,3,16,.188,54,111,.486,.461,48,61,.787,42,104,12,11,22,37,69,165
Shavonte Zellous,2016,NYL,G,33,1,770,91,226,.403,5,26,.192,86,200,.430,.414,103,121,.851,18,81,73,29,6,44,64,290
Natalie Achonwa,2017,IND,C,34,17,623,98,176,.557,0,0,,98,176,.557,.557,45,59,.763,37,127,25,14,17,31,76,241
Danielle Adams,2017,CON,F-C,19,0,83,16,45,.356,12,31,.387,4,14,.286,.489,5,5,1.000,7,11,4,4,4,7,24,49
Matee Ajavon,2017,ATL,G,31,2,250,22,76,.289,0,4,.000,22,72,.306,.289,31,39,.795,9,38,30,11,0,28,31,75
Evelyn Akhator,2017,DAL,F,15,0,61,4,16,.250,0,0,,4,16,.250,.250,5,6,.833,7,9,0,1,3,5,6,13
Kayla Alexander,2017,SAS,C,34,10,522,96,165,.582,0,0,,96,165,.582,.582,20,22,.909,45,107,17,15,17,32,68,212
Lindsay Allen,2017,NYL,G,28,0,376,23,62,.371,0,13,.000,23,49,.469,.371,7,10,.700,10,42,62,16,1,19,24,53
Rebecca Allen,2017,NYL,F,33,0,304,38,101,.376,15,44,.341,23,57,.404,.450,2,6,.333,13,67,17,12,13,18,35,93
Ameryst Alston,2017,NYL,,2,0,3,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,2,1,0,0,1,0,2
Seimone Augustus,2017,MIN,G,32,32,886,148,295,.502,19,44,.432,129,251,.514,.534,33,38,.868,13,94,127,18,3,45,32,348
Rachel Banham,2017,CON,G,30,0,283,33,101,.327,16,57,.281,17,44,.386,.406,16,20,.800,2,34,22,4,0,12,28,98
Alana Beard,2017,LAS,G-F,34,34,1048,96,193,.497,6,19,.316,90,174,.517,.513,37,46,.804,21,113,76,71,17,45,93,235
Alex Bentley,2017,CON,G,31,9,735,100,263,.380,22,79,.278,78,184,.424,.422,38,47,.809,4,45,89,26,4,27,68,260
Sue Bird,2017,SEA,G,30,30,901,117,274,.427,59,150,.393,58,124,.468,.535,24,31,.774,7,60,199,36,3,62,38,317
Brittany Boyd,2017,NYL,G,2,2,32,9,15,.600,0,1,.000,9,14,.643,.600,8,11,.727,3,8,5,3,0,2,5,26
Imani McGee-Stafford,2017,TOT,C,32,4,430,57,123,.463,1,3,.333,56,120,.467,.467,15,23,.652,45,125,14,9,24,24,63,130
Jessica Breland,2017,CHI,F,34,33,834,139,292,.476,8,21,.381,131,271,.483,.490,37,47,.787,54,215,53,19,59,62,73,323
Sophie Brunner,2017,TOT,,4,0,15,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,4,0,0,0,1,3,0
Rebekkah Brunson,2017,MIN,F,30,30,807,109,243,.449,23,66,.348,86,177,.486,.496,64,90,.711,51,201,44,33,13,48,69,305
Adut Bulgak,2017,CHI,C,5,0,61,9,22,.409,1,3,.333,8,19,.421,.432,3,5,.600,4,20,0,5,2,3,11,22
Cierra Burdick,2017,TOT,F,10,0,86,15,22,.682,1,2,.500,14,20,.700,.705,0,0,,4,12,9,2,1,8,19,31
Emma Cannon,2017,PHO,F,34,0,440,56,114,.491,0,2,.000,56,112,.500,.491,37,63,.587,43,122,10,5,5,31,72,149
Essence Carson,2017,LAS,F-G,24,14,464,42,104,.404,9,36,.250,33,68,.485,.447,21,24,.875,11,40,29,15,8,18,29,114
Tina Charles,2017,NYL,C,34,34,1095,262,593,.442,24,69,.348,238,524,.454,.462,123,153,.804,69,318,87,28,24,80,74,671
Saniya Chong,2017,DAL,G,33,0,364,28,78,.359,9,38,.237,19,40,.475,.417,25,29,.862,9,30,34,22,3,25,19,90
Karima Christmas-Kelly,2017,DAL,G-F,34,34,1011,100,263,.380,26,89,.292,74,174,.425,.430,126,148,.851,58,143,75,42,7,56,99,352
Layshia Clarendon,2017,ATL,G,34,33,1014,137,362,.378,11,61,.180,126,301,.419,.394,80,91,.879,30,128,226,32,2,90,97,365
Alysha Clark,2017,SEA,F,33,33,934,106,202,.525,22,67,.328,84,135,.622,.579,38,51,.745,33,138,54,24,4,33,80,272
Natasha Cloud,2017,WAS,G,24,0,448,37,118,.314,12,51,.235,25,67,.373,.364,20,27,.741,7,59,69,17,3,23,39,106
Nia Coffey,2017,SAS,F,27,1,210,16,59,.271,0,4,.000,16,55,.291,.271,16,22,.727,17,50,6,5,6,16,36,48
Marissa Coleman,2017,IND,G-F,34,23,636,55,168,.327,28,87,.322,27,81,.333,.411,30,36,.833,8,69,34,10,5,39,41,168
Nadia Colhado,2017,IND,C,5,0,13,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,2,0,0,1,1,5,2
Sydney Colson,2017,SAS,G,28,4,326,29,88,.330,2,10,.200,27,78,.346,.341,22,32,.688,3,15,55,14,2,27,36,82
Kahleah Copper,2017,CHI,F-G,34,10,485,87,187,.465,10,34,.294,77,153,.503,.492,44,53,.830,11,66,13,11,2,28,55,228
Monique Currie,2017,TOT,F,36,10,784,131,306,.428,39,98,.398,92,208,.442,.492,89,108,.824,20,133,77,25,12,54,80,390
Damiris Dantas,2017,ATL,F,34,2,614,102,260,.392,26,98,.265,76,162,.469,.442,33,43,.767,33,121,23,17,19,28,79,263
Kaela Davis,2017,DAL,G,33,0,511,68,175,.389,15,35,.429,53,140,.379,.431,49,65,.754,10,46,33,16,3,50,56,200
Elena Delle Donne,2017,WAS,G-F,25,25,758,159,322,.494,33,85,.388,126,237,.532,.545,142,149,.953,39,169,41,21,36,38,49,493
Erika de Souza,2017,SAS,F-C,27,21,338,45,94,.479,0,0,,45,94,.479,.479,6,6,1.000,28,70,19,8,10,23,34,96
Maimouna Diarra,2017,LAS,C,10,0,20,1,5,.200,0,0,,1,5,.200,.200,1,2,.500,4,11,1,2,0,3,5,3
Skylar Diggins-Smith,2017,DAL,G,34,34,1162,192,455,.422,49,140,.350,143,315,.454,.476,195,218,.894,23,118,198,45,28,94,80,628
Stefanie Dolson,2017,CHI,C,33,33,968,194,346,.561,31,71,.437,163,275,.593,.605,60,69,.870,42,193,85,18,43,81,120,479
Candice Dupree,2017,IND,F,33,33,1049,214,433,.494,0,2,.000,214,431,.497,.494,67,76,.882,35,191,54,31,15,45,62,495
Makayla Epps,2017,CHI,G,17,0,64,3,18,.167,0,5,.000,3,13,.231,.167,5,9,.556,2,3,6,2,0,5,6,11
Temi Fagbenle,2017,MIN,F,21,0,89,9,18,.500,0,0,,9,18,.500,.500,7,9,.778,5,21,1,3,4,8,13,25
Feyonda Fitzgerald,2017,CON,,2,0,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,2,4,1,0,0,1,0,0
Sylvia Fowles,2017,MIN,C,34,34,1048,254,388,.655,0,0,,254,388,.655,.655,136,177,.768,123,354,52,44,67,83,93,644
Cayla George,2017,PHO,C,32,0,381,41,109,.376,13,46,.283,28,63,.444,.436,9,14,.643,11,85,15,9,12,15,62,104
Bashaara Graves,2017,CHI,F,10,0,92,11,22,.500,0,0,,11,22,.500,.500,4,7,.571,6,23,5,2,1,6,8,26
Allisha Gray,2017,DAL,G,34,34,924,150,394,.381,35,117,.299,115,277,.415,.425,106,132,.803,55,134,45,52,20,42,71,441
Chelsea Gray,2017,LAS,G,34,34,1125,184,363,.507,53,110,.482,131,253,.518,.580,81,98,.827,21,113,151,36,8,65,74,502
Brittney Griner,2017,PHO,C,26,26,820,207,359,.577,0,0,,207,359,.577,.577,155,191,.812,45,198,49,18,65,64,88,569
Sandrine Gruda,2017,LAS,F-C,7,0,28,4,11,.364,0,0,,4,11,.364,.364,0,0,,1,4,0,0,0,5,4,8
Jazmon Gwathmey,2017,IND,G,28,7,478,62,172,.360,13,55,.236,49,117,.419,.398,36,48,.750,16,55,21,14,22,36,78,173
Dearica Hamby,2017,SAS,F,34,3,686,100,219,.457,3,8,.375,97,211,.460,.463,62,102,.608,50,144,34,29,9,46,72,265
Keisha Hampton,2017,CHI,F,19,1,148,24,58,.414,15,36,.417,9,22,.409,.543,6,6,1.000,6,12,6,5,3,5,22,69
Jennifer Hamson,2017,IND,C,12,0,86,10,18,.556,0,0,,10,18,.556,.556,6,7,.857,6,25,2,1,11,5,13,26
Amber Harris,2017,CHI,F,27,0,159,19,48,.396,0,11,.000,19,37,.514,.396,5,8,.625,12,42,5,3,9,7,14,43
